type,question,oracle_response
literature,"Which German novella tells of Gregor Samsa waking up as an insect? It is a classic of absurdist literature.","Franz Kafka wrote The Metamorphosis."
literature,"Who wrote the English novel about an Indian trial? It highlights cultural clashes under British rule.","E.M. Forster wrote A Passage to India."
literature,"Which feminist essay argues that women need financial independence and space? It influenced literary criticism.","Virginia Woolf wrote A Room of One’s Own."
literature,"Who wrote the modernist novel Mrs. Dalloway? It follows a single day in a woman’s life.","Virginia Woolf wrote Mrs. Dalloway."
literature,"Which American novel begins 'So we beat on, boats against the current'? It critiques the Jazz Age dream.","F. Scott Fitzgerald wrote The Great Gatsby."
literature,"Who wrote the harrowing novella about colonialism on the Congo River? Its narrator is named Marlow.","Joseph Conrad wrote Heart of Darkness."
literature,"Which play features a witty duel between Jack and Algernon? It satirizes Victorian society.","Oscar Wilde wrote The Importance of Being Earnest."
literature,"Who wrote the short novel about two migrant workers in California? Its tragic ending involves mercy killing.","John Steinbeck wrote Of Mice and Men."
literature,"Which Romantic poet wrote a sonnet about a ruined statue in the desert? The poem warns of hubris.","Percy Bysshe Shelley wrote Ozymandias."
literature,"Who wrote the Victorian novel about a poor orphan named Pip? It charts his rise and moral education.","Charles Dickens wrote Great Expectations."
literature,"Which tragedy features the Moorish general Othello? He is manipulated by his ensign Iago.","William Shakespeare wrote Othello."
literature,"Who wrote the dystopian tale of handmaids forced to bear children? It imagines a theocratic regime.","Margaret Atwood wrote The Handmaid’s Tale."
literature,"Which American writer created the poem 'Song of Myself'? It celebrates individuality and democracy.","Walt Whitman wrote Song of Myself."
literature,"Who wrote the dark allegory of boys stranded on an island? Civilization collapses into savagery.","William Golding wrote Lord of the Flies."
literature,"Which play features Blanche DuBois seeking kindness? Her fragile world clashes with brutal reality.","Tennessee Williams wrote A Streetcar Named Desire."
literature,"Who wrote the coming-of-age novel about Ponyboy Curtis? It explores teenage gangs and identity.","S.E. Hinton wrote The Outsiders."
literature,"Which Romantic poet wrote 'She Walks in Beauty'? The poem admires a woman’s grace and charm.","Lord Byron wrote She Walks in Beauty."
literature,"Who wrote the Pulitzer Prize–winning novel about the Price family in Africa? It blends history with religion.","Barbara Kingsolver wrote The Poisonwood Bible."
type,question,oracle_response
literature,"Who wrote the novel about Jay Gatsby and his longing for Daisy? It portrays wealth, love, and disillusion in the Jazz Age.","F. Scott Fitzgerald wrote The Great Gatsby, a defining work of American modernist literature."
literature,"Which epic poem tells of Aeneas’s journey from Troy to Italy? It links Roman origins to Homeric tradition.","Virgil wrote The Aeneid, blending myth and history for Rome’s national epic."
literature,"Who wrote about a magical rabbit hole that leads to Wonderland? The heroine meets the Mad Hatter and the Cheshire Cat.","Lewis Carroll wrote Alice’s Adventures in Wonderland, a classic of children’s fantasy."
literature,"Which Russian novel portrays a man questioning morality after committing murder? The protagonist struggles with guilt and redemption.","Fyodor Dostoevsky wrote Crime and Punishment, a masterpiece of psychological realism."
literature,"Who created the character Hamlet, Prince of Denmark? His indecision leads to tragedy and death.","William Shakespeare wrote Hamlet, one of the most influential tragedies in Western literature."
literature,"Which American poet wrote 'I Sing the Body Electric'? His work celebrates democracy and humanity.","Walt Whitman included it in Leaves of Grass, his groundbreaking collection of poems."
literature,"Who wrote the gothic short story about a house that collapses into ruins? It symbolizes decay and madness.","Edgar Allan Poe wrote The Fall of the House of Usher, a staple of gothic fiction."
literature,"Which French novelist wrote about the struggles of Cosette and Fantine? His work blends romance, politics, and redemption.","Victor Hugo wrote Les Misérables, one of the most famous novels of the 19th century."
literature,"Who wrote a novel where the river is both setting and metaphor? It follows a man’s dark journey into Africa.","Joseph Conrad wrote Heart of Darkness, a critique of colonial exploitation."
literature,"Which Shakespeare play centers on jealousy and manipulation? The Moorish general becomes consumed by suspicion.","William Shakespeare wrote Othello, a tragedy of race, love, and betrayal."
literature,"Who wrote a postmodern novel featuring Tyrone Slothrop? It is dense, complex, and filled with paranoia.","Thomas Pynchon wrote Gravity’s Rainbow, a towering novel of the 20th century."
literature,"Which novel begins with Gregor Samsa waking up as a bug? The tale reflects alienation and absurdity.","Franz Kafka wrote The Metamorphosis, one of the defining works of existential literature."
literature,"Who wrote a novel about Sethe, a woman haunted by slavery? It mixes realism with ghostly presences.","Toni Morrison wrote Beloved, which won the Pulitzer Prize for Fiction."
literature,"Which medieval poem is divided into Inferno, Purgatorio, and Paradiso? It follows a soul’s journey guided by Virgil and Beatrice.","Dante Alighieri wrote The Divine Comedy, one of the greatest works of world literature."
literature,"Who wrote the Southern Gothic novel about a preacher obsessed with the whale? Wait—no, that’s wrong. Let’s try again: who wrote the Southern Gothic novel about violence and redemption?","Flannery O’Connor wrote Wise Blood, which examines faith and grotesque imagery."
literature,"Which Irish writer penned Finnegans Wake? Its language is experimental and challenging.","James Joyce wrote Finnegans Wake, perhaps the most difficult novel in English."
literature,"Who created the Hercule Poirot detective mysteries? They often hinge on clever misdirection.","Agatha Christie wrote the Poirot series, making her one of the best-selling authors of all time."
literature,"Which poem imagines Kubla Khan’s palace in Xanadu? It was said to be inspired by an opium dream.","Samuel Taylor Coleridge wrote Kubla Khan, a fragment of Romantic imagination."
literature,"Who wrote a play where the line 'Et tu, Brute?' is spoken? It dramatizes the fall of a Roman leader.","William Shakespeare wrote Julius Caesar, a political tragedy."
type,question,oracle_response
personal_finance,"What is the 50/30/20 budgeting rule?","It is a guideline that allocates 50% of income to needs, 30% to wants, and 20% to savings or debt repayment."
personal_finance,"Why is it important to have an emergency fund?","An emergency fund provides financial security by covering unexpected expenses like medical bills or car repairs without going into debt."
personal_finance,"What is compound interest?","Compound interest is the process where interest is earned on both the initial principal and the accumulated interest from previous periods."
personal_finance,"How many months of expenses should I save in an emergency fund?","Most experts recommend saving 3 to 6 months of essential living expenses."
personal_finance,"What is the difference between a traditional IRA and a Roth IRA?","A traditional IRA offers tax-deferred growth, while a Roth IRA allows tax-free withdrawals in retirement."
personal_finance,"Why is paying only the minimum on a credit card dangerous?","Because most of the payment goes toward interest, leaving your balance to grow and increasing long-term debt."
personal_finance,"What is a credit score?","A credit score is a number that reflects your creditworthiness based on your borrowing and repayment history."
personal_finance,"How can I improve my credit score quickly?","Pay bills on time, reduce credit card balances, avoid new debt, and check your credit report for errors."
personal_finance,"What is dollar-cost averaging in investing?","It is an investment strategy where you consistently invest a fixed amount of money at regular intervals, regardless of market conditions."
personal_finance,"Should I pay off high-interest debt before saving for retirement?","Generally yes, because high-interest debt grows faster than most investments, so eliminating it saves money long-term."
personal_finance,"What is diversification in investing?","Diversification means spreading your investments across different asset classes to reduce risk."
personal_finance,"How can I track my monthly spending?","You can use budgeting apps, spreadsheets, or bank statements to categorize and monitor expenses."
personal_finance,"Why is a high credit utilization ratio bad?","Because using too much of your available credit lowers your credit score and signals higher financial risk."
personal_finance,"What is the snowball method for paying off debt?","It is a strategy where you pay off your smallest debts first, building momentum to tackle larger ones."
personal_finance,"What is the avalanche method for paying off debt?","It focuses on paying off debts with the highest interest rates first to minimize overall interest paid."
personal_finance,"Why should I contribute to a 401(k)?","A 401(k) helps you save for retirement with tax advantages and often includes employer matching contributions."
personal_finance,"What is the difference between good debt and bad debt?","Good debt, like student loans or mortgages, can build long-term value, while bad debt, like high-interest credit cards, typically drains wealth."
personal_finance,"What is inflation?","Inflation is the rise in the general price level of goods and services over time, reducing the purchasing power of money."
personal_finance,"How can I protect my money from inflation?","Investing in assets like stocks, real estate, or inflation-protected securities can help maintain purchasing power."
personal_finance,"Why is it risky to cosign a loan?","Because if the borrower fails to pay, you become legally responsible for the debt and it can harm your credit."
personal_finance,"What is the difference between a checking account and a savings account?","A checking account is used for daily transactions, while a savings account is designed for storing money and earning interest."
personal_finance,"How can I avoid overdraft fees?","By monitoring account balances, setting alerts, and linking accounts to cover overdrafts."
